"","gvkey","viol","Date","gvkey.1","datadate.1","fyearq","fqtr","indfmt","consol","popsrc","datafmt","curcdq","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","aqcy","capxy","prstkcy","costat","dvpspq","dvpsxq","prccq","Index.1","datacqtr","gvkey","websiteSEC","cikSEC","formtype","nameSEC","date.rep","date.fil"
"62",1866,1,"31.05.2005",1866,"31.05.2005",2004,4,"INDL","C","D","STD","USD","2005Q2","2004Q4",12.639,16.807,2.191,4.806,0.29,0,7.373,7.373,-1.438,2.375,9.716,9.434,0,0,0.347,0,"I",0,0,2.49,1698,"2005Q2",1866,"http://www.sec.gov/Archives/edgar/data/723639/0001104659-05-047763.txt",723639,"10-K","AULT INC","29.05.2005","07.10.2005"
"63",1866,1,"31.08.2004",1866,"31.08.2004",2004,1,"INDL","C","D","STD","USD","2004Q3","2004Q1",20.75,31.347,1.425,4.765,2.597,2.276,14.824,17.349,0.029,5.999,10.336,13.998,0,0,0.031,0,"I",0,0,3.05,1695,"2004Q3",1866,"http://www.sec.gov/Archives/edgar/data/723639/0000897101-04-002024.txt",723639,"10-Q","AULT INC","29.08.2004","01.10.2004"
"64",1866,1,"30.11.2004",1866,"30.11.2004",2004,2,"INDL","C","D","STD","USD","2004Q4","2004Q2",18.713,29.162,1.247,4.779,2.294,2.219,13.184,15.691,-0.182,5.926,8.223,13.471,0,0,0.122,0,"I",0,0,3.23,1696,"2004Q4",1866,"http://www.sec.gov/Archives/edgar/data/723639/0001104659-05-001136.txt",723639,"10-Q","AULT INC","28.11.2004","12.01.2005"
"65",1878,1,"31.01.2007",1878,"31.01.2007",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",1189.7,1797.5,777.9,231.1,0,0,574.2,682.5,142.2,65.6,497.4,1115,0,52.5,35.3,154.4,"A",0,0,43.72,1717,"2006Q4",1878,"http://www.sec.gov/Archives/edgar/data/769397/0001193125-07-128970.txt",769397,"10-K","AUTODESK INC","31.01.2007","04.06.2007"
"66",1878,1,"30.04.2007",1878,"30.04.2007",2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",1384.5,1989.4,964,231.166,0,0,585,745.2,128.1,63.9,508.6,1244.2,0,0,6.8,0,"A",0,0,41.27,1718,"2007Q1",1878,"http://www.sec.gov/Archives/edgar/data/769397/0001193125-07-132663.txt",769397,"10-Q","AUTODESK INC","30.04.2007","08.06.2007"
"67",1878,1,"31.07.2006",1878,"31.07.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",835.9,1475.5,468.2,230.237,0,0,496.8,580.5,108.7,64.8,449.6,895,0,43.5,18.4,154.4,"A",0,0,34.11,1715,"2006Q2",1878,"http://www.sec.gov/Archives/edgar/data/769397/0001193125-07-128961.txt",769397,"10-Q","AUTODESK INC","31.07.2006","04.06.2007"
"68",1878,1,"31.07.2007",1878,"31.07.2007",2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",1264.9,1878.1,826.9,229.331,0,0,597.5,765.4,139,66.5,525.8,1112.7,0,21.3,18.2,325.1,"A",0,0,42.37,1719,"2007Q2",1878,"http://www.sec.gov/Archives/edgar/data/769397/0001193125-07-194166.txt",769397,"10-Q","AUTODESK INC","31.07.2007","31.08.2007"
"69",1878,1,"31.10.2006",1878,"31.10.2006",2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",968.6,1600.3,597.3,230.919,0,0,512.2,599.7,104.2,64.1,456.8,1000.6,0,52.5,25.4,154.4,"A",0,0,36.75,1716,"2006Q3",1878,"http://www.sec.gov/Archives/edgar/data/769397/0001193125-07-128965.txt",769397,"10-Q","AUTODESK INC","31.10.2006","04.06.2007"
"70",1902,1,"31.03.2004",1902,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",10.847,22.226,1.997,10.555,2.705,1.675,7.91,9.585,0.112,10.419,7.34,12.641,0,0,0.165,0,"I",0,0,4.25,1753,"2004Q1",1902,"http://www.sec.gov/Archives/edgar/data/718007/0000926236-04-000074.txt",718007,"10-Q","CARRINGTON LABORATORIES INC /TX/","31.03.2004","13.05.2004"
"71",1902,1,"31.03.2006",1902,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",13.075,20.818,4.454,10.803,1.987,3.479,7.322,10.801,-0.993,6.667,7.487,10.017,0,0,0.193,0,"I",0,0,5.98,1761,"2006Q1",1902,"http://www.sec.gov/Archives/edgar/data/718007/0000926236-06-000060.txt",718007,"10-Q","CARRINGTON LABORATORIES INC /TX/","31.03.2006","05.05.2006"
"72",1902,1,"31.03.2007",1902,"31.03.2007",2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",6.961,13.607,1.264,10.895,3.862,3.82,8.192,12.012,-0.232,5.89,1.671,1.595,0,0,0.083,0,"I",0,0,2.7299,1765,"2007Q1",1902,"http://www.sec.gov/Archives/edgar/data/718007/0000926236-07-000043.txt",718007,"10-Q","CARRINGTON LABORATORIES INC /TX/","31.03.2007","15.05.2007"
"73",1902,1,"30.06.2004",1902,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",10.835,22.511,2.449,10.648,2.719,1.395,8.209,9.604,0.334,10.787,7.991,12.907,0,0,0.812,0,"I",0,0,4.449,1754,"2004Q2",1902,"http://www.sec.gov/Archives/edgar/data/718007/0000926236-04-000115.txt",718007,"10-Q","CARRINGTON LABORATORIES INC /TX/","30.06.2004","13.08.2004"
"74",1902,1,"30.06.2006",1902,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",10.331,17.801,3.32,10.897,1.987,3.57,6.204,9.774,-1.602,6.483,6.523,8.027,0,0,0.284,0,"I",0,0,3.6899,1762,"2006Q2",1902,"http://www.sec.gov/Archives/edgar/data/718007/0000926236-06-000105.txt",718007,"10-Q","CARRINGTON LABORATORIES INC /TX/","30.06.2006","14.08.2006"
"75",1902,1,"30.09.2005",1902,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",8.857,20.999,1.37,10.786,3.328,0.756,8.248,9.004,-1.263,11.54,5.632,11.995,0,0,0.647,0,"I",0,0,4.21,1759,"2005Q3",1902,"http://www.sec.gov/Archives/edgar/data/718007/0000926236-05-000145.txt",718007,"10-Q","CARRINGTON LABORATORIES INC /TX/","30.09.2005","14.11.2005"
"76",1902,1,"30.09.2006",1902,"30.09.2006",2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",9.701,16.942,1.684,10.897,2.016,3.679,6.959,10.638,-1.156,6.315,6.656,6.304,0,0,0.325,0,"I",0,0,3.94,1763,"2006Q3",1902,"http://www.sec.gov/Archives/edgar/data/718007/0000926236-06-000138.txt",718007,"10-Q","CARRINGTON LABORATORIES INC /TX/","30.09.2006","14.11.2006"
"77",1902,1,"31.12.2005",1902,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",14.038,21.989,6.262,10.803,2,3.418,7.063,10.481,-2.208,6.755,5.809,11.508,0,0,0.61,0,"I",0,0,4.73,1760,"2005Q4",1902,"http://www.sec.gov/Archives/edgar/data/718007/0000926236-06-000043.txt",718007,"10-K","CARRINGTON LABORATORIES INC /TX/","31.12.2005","31.03.2006"
"78",1902,1,"31.12.2006",1902,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",7.097,13.998,0.878,10.895,2.014,3.745,6.061,9.806,-1.494,6.093,6.74,4.192,0,0,0.383,0,"I",0,0,2.8488,1764,"2006Q4",1902,"http://www.sec.gov/Archives/edgar/data/718007/0000926236-07-000026.txt",718007,"10-K","CARRINGTON LABORATORIES INC /TX/","31.12.2006","02.04.2007"
"79",1902,1,"31.12.2007",1902,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",7.436,14.165,1.674,11.04,7.157,4.892,11.041,15.933,-1.306,5.171,4.969,-1.768,0,0,0.215,0,"I",0,0,0.12,1768,"2007Q4",1902,"http://www.sec.gov/Archives/edgar/data/718007/0000926236-08-000025.txt",718007,"10-K","CARRINGTON LABORATORIES INC /TX/","31.12.2007","31.03.2008"
"80",1906,1,"31.12.2007",1906,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",NA,706.541,195.419,8.525,0,130.766,NA,178.838,4.135,88.295,60.202,527.703,6.546,0,31.966,0.965,"A",0,0,41.82,1784,"2007Q4",1906,"http://www.sec.gov/Archives/edgar/data/39677/0000950144-08-001989.txt",39677,"10-K","AVATAR HOLDINGS INC","31.12.2007","17.03.2008"
"81",1969,1,"31.03.2004",1969,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",15.566,41.064,0.632,2.042,0.884,12.222,9.326,23.579,0.247,25.026,17.378,17.485,0.34,0,0.218,0,"I",0,0,4.88,1891,"2004Q1",1969,"http://www.sec.gov/Archives/edgar/data/9096/0000897069-04-001042.txt",9096,"10-Q","BADGER PAPER MILLS INC","31.03.2004","14.05.2004"
"82",1969,1,"31.03.2005",1969,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",15.451,34.877,0.4,2.053,12.751,2.064,20.66,24.09,-0.333,18.878,15.5,10.787,0,0,0.176,0,"I",0,0,4.5,1895,"2005Q1",1969,"http://www.sec.gov/Archives/edgar/data/9096/0000897069-05-001228.txt",9096,"10-Q","BADGER PAPER MILLS INC","31.03.2005","16.05.2005"
"83",1969,1,"30.06.2004",1969,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",15.132,40.191,0.603,2.039,0.884,13.168,8.957,24.363,-0.806,24.519,19.118,15.828,0.688,0,0.414,0,"I",0,0,4.99,1892,"2004Q2",1969,"http://www.sec.gov/Archives/edgar/data/9096/0000897069-04-001460.txt",9096,"10-Q","BADGER PAPER MILLS INC","30.06.2004","13.08.2004"
"84",1969,1,"30.06.2005",1969,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",12.827,31.819,0.704,2.057,13.58,0.965,20.908,23.06,-1.446,18.424,16.093,8.759,0,0,0.239,0,"I",0,0,3.65,1896,"2005Q2",1969,"http://www.sec.gov/Archives/edgar/data/9096/0000897069-05-002031.txt",9096,"10-Q","BADGER PAPER MILLS INC","30.06.2005","15.08.2005"
"85",1969,1,"31.12.2004",1969,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",13.509,33.272,0.426,2.05,11.159,2.151,17.912,21.458,0.165,19.22,16.561,11.814,0,0,0.747,0,"I",0,0,4.49,1894,"2004Q4",1969,"http://www.sec.gov/Archives/edgar/data/9096/0000897069-05-000833.txt",9096,"10-K","BADGER PAPER MILLS INC","31.12.2004","31.03.2005"
"86",1974,1,"31.03.2006",1974,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",198.652,233.686,13.131,8.495,NA,0.62,147.329,151.954,4.121,21.713,145.547,81.732,NA,0,0.679,0,"I",0,0,28.33,1917,"2006Q1",1974,"http://www.sec.gov/Archives/edgar/data/9263/0000950128-06-000141.txt",9263,"10-Q","BAKER MICHAEL CORP","31.03.2006","15.08.2006"
"87",1974,1,"30.06.2005",1974,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",179.265,213.595,12.402,8.477,NA,NA,134.04,136.39,4.232,19.395,142.766,77.205,NA,0,2.212,1.529,"I",0,0,17.86,1914,"2005Q2",1974,"http://www.sec.gov/Archives/edgar/data/9263/0000950123-06-010570.txt",9263,"10-Q","BAKER MICHAEL CORP","30.06.2005","15.08.2006"
"88",1974,1,"30.06.2006",1974,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",202.144,248.491,7.475,8.5,NA,16,144.794,165.139,4.064,21.961,155.903,83.352,NA,10.806,2.14,0,"I",0,0,21.7,1918,"2006Q2",1974,"http://www.sec.gov/Archives/edgar/data/9263/0000950152-06-007791.txt",9263,"10-Q","BAKER MICHAEL CORP","30.06.2006","25.09.2006"
"89",1974,1,"30.09.2005",1974,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",202.457,237.409,20.569,8.477,NA,NA,156.204,158.49,5.36,20.112,148.733,78.919,NA,0,3.85,1.808,"I",0,0,26.05,1915,"2005Q3",1974,"http://www.sec.gov/Archives/edgar/data/9263/0000950123-06-010571.txt",9263,"10-Q","BAKER MICHAEL CORP","30.09.2005","15.08.2006"
"90",2033,1,"31.03.2006",2033,"31.03.2006",2006,2,"INDL","C","D","STD","USD","2006Q1","2006Q2",174.254,466.732,21.67,25.226,49.25,29.876,135.79,363.416,-10.885,58.463,62.966,103.316,0,0,4.12,0,"I",0,0,2.6,2042,"2006Q1",2033,"http://www.sec.gov/Archives/edgar/data/9779/0000009779-06-000017.txt",9779,"10-Q","FAIRCHILD CORP","31.03.2006","09.05.2006"
"91",2033,1,"30.09.2005",2033,"30.09.2005",2005,4,"INDL","C","D","STD","USD","2005Q3","2005Q4",146.528,447.06,28.28,25.226,21.571,101.303,82.415,337.143,-10.468,132.929,84.965,109.917,0,0,12.07,0.193,"I",0,0,2.32,2040,"2005Q3",2033,"http://www.sec.gov/Archives/edgar/data/9779/0000009779-05-000076.txt",9779,"10-K","FAIRCHILD CORP","30.09.2005","29.12.2005"
"92",2033,1,"30.09.2006",2033,"30.09.2006",2006,4,"INDL","C","D","STD","USD","2006Q3","2006Q4",199.493,415.129,65.053,25.226,25.492,65.45,101.708,326.111,-8.281,58.698,89.263,89.018,4.53,0,7.777,0,"I",0,0,2.6,2044,"2006Q3",2033,"http://www.sec.gov/Archives/edgar/data/9779/0000009779-07-000021.txt",9779,"10-K","FAIRCHILD CORP","30.09.2006","13.08.2007"
"93",2033,1,"31.12.2004",2033,"31.12.2004",2005,1,"INDL","C","D","STD","USD","2004Q4","2005Q1",184.935,546.523,14.827,25.194,30.934,116.209,105.903,402.828,-10.283,147.315,64.489,143.695,43.187,0,2.687,0,"I",0,0,3.69,2037,"2004Q4",2033,"http://www.sec.gov/Archives/edgar/data/9779/0000009779-05-000011.txt",9779,"10-Q","FAIRCHILD CORP","31.12.2004","09.02.2005"
"94",2033,1,"31.12.2006",2033,"31.12.2006",2007,1,"INDL","C","D","STD","USD","2006Q4","2007Q1",236.617,424.304,75.004,25.226,52.38,41.41,133.176,333.48,-12.057,58.931,60.386,90.824,4.714,0,1.222,0,"I",0,0,2.19,2045,"2006Q4",2033,"http://www.sec.gov/Archives/edgar/data/9779/0000009779-07-000035.txt",9779,"10-Q","FAIRCHILD CORP","31.12.2006","30.11.2007"
"95",2080,1,"30.11.2006",2080,"30.11.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",105.764,309.937,6.051,11.804,0,23.522,43.56,94.071,1.21,92.426,76.502,215.866,0,0.43,6.938,1.013,"A",0.2,0.2,17.7,2156,"2006Q4",2080,"http://www.sec.gov/Archives/edgar/data/10329/0001193125-07-029518.txt",10329,"10-K","BASSETT FURNITURE INDUSTRIES INC","25.11.2006","13.02.2007"
"96",2085,1,"31.03.2006",2085,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",1554.8,3355.9,637.5,53.96,139.6,830.2,931,2029.3,92,612.3,565.1,1301.4,121,NA,30.1,1.2,"I",0.13,0.13,63.7,2169,"2006Q1",2085,"http://www.sec.gov/Archives/edgar/data/10427/0000010427-07-000146.txt",10427,"10-Q","BAUSCH & LOMB INC","01.04.2006","30.05.2007"
"97",2085,1,"31.03.2007",2085,"31.03.2007",2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",1416.4,3300.6,480.4,53.955,134.3,698.6,780.3,1882.8,64.2,627,578.9,1400.5,117.1,NA,15.1,3.1,"I",0,0.13,51.16,2173,"2007Q1",2085,"http://www.sec.gov/Archives/edgar/data/10427/0000010427-07-000147.txt",10427,"10-Q","BAUSCH & LOMB INC","31.03.2007","30.05.2007"
"98",2085,1,"30.06.2006",2085,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",1412.9,3248.5,489,53.955,24,830.6,775.5,1880.8,49.5,631.3,571.5,1343.5,123.2,NA,66.5,1.8,"I",0.13,0.13,49.04,2170,"2006Q2",2085,"http://www.sec.gov/Archives/edgar/data/10427/0000010427-07-000154.txt",10427,"10-Q","BAUSCH & LOMB INC","01.07.2006","19.06.2007"
"99",2085,1,"30.09.2005",2085,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",1488.6,3005.3,556,53.758,168.7,477,1032.7,1732.2,125.5,560.9,584.3,1259.1,108.1,0,66.4,43.6,"I",0.13,0.13,80.68,2167,"2005Q3",2085,"http://www.sec.gov/Archives/edgar/data/10427/0000010427-07-000153.txt",10427,"10-Q","BAUSCH & LOMB INC","24.09.2005","19.06.2007"
"100",2085,1,"30.09.2006",2085,"30.09.2006",2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",1427.6,3272.5,522.9,53.972,21.5,831,774.9,1885.4,62.2,634.4,577.3,1364.4,123.4,NA,90.1,2.6,"I",0.13,0.13,50.13,2171,"2006Q3",2085,"http://www.sec.gov/Archives/edgar/data/10427/0000010427-07-000155.txt",10427,"10-Q","BAUSCH & LOMB INC","30.09.2006","19.06.2007"
"101",2085,1,"31.12.2005",2085,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",1627.9,3416.4,720.6,53.939,161.4,831.2,1010.2,2108,131.6,604.4,626.4,1283.9,120.7,NA,116,45.1,"I",0.13,0.13,67.9,2168,"2005Q4",2085,"http://www.sec.gov/Archives/edgar/data/10427/0000010427-07-000025.txt",10427,"10-K","BAUSCH & LOMB INC","31.12.2005","07.02.2007"
"102",2085,1,"31.12.2006",2085,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",1402.1,3278.8,499.9,53.929,137.1,698.3,871.8,1866.8,67.6,633.2,597.6,1394.8,110.2,NA,107.7,3.2,"I",0.13,0.13,52.06,2172,"2006Q4",2085,"http://www.sec.gov/Archives/edgar/data/10427/0000010427-07-000105.txt",10427,"10-K","BAUSCH & LOMB INC","30.12.2006","25.04.2007"
"103",2163,1,"31.03.2004",2163,"31.03.2004",2003,4,"INDL","C","D","STD","USD","2004Q1","2003Q4",11.651,142.41,2.196,9.092,21.773,0.026,42.503,43.766,7.096,98.219,50.654,97.23,1.237,0,22.038,0,"I",0,0,18.12,2364,"2004Q1",2163,"http://www.sec.gov/Archives/edgar/data/935226/0000935226-04-000019.txt",935226,"10-K","BENIHANA INC","28.03.2004","14.06.2004"
"104",2163,1,"30.06.2004",2163,"30.06.2004",2004,1,"INDL","C","D","STD","USD","2004Q2","2004Q1",12.597,146,3.285,9.143,11.703,0.003,34.017,35.411,6.088,100.717,65.391,108.963,1.391,0,5.389,NA,"I",0,0,14.91,2365,"2004Q2",2163,"http://www.sec.gov/Archives/edgar/data/935226/0000935226-04-000034.txt",935226,"10-Q","BENIHANA INC","18.07.2004","27.08.2004"
"105",2163,1,"30.09.2004",2163,"30.09.2004",2004,2,"INDL","C","D","STD","USD","2004Q3","2004Q2",12.451,149.475,2.79,9.144,3.385,10,23.728,39.374,4.964,104.474,48.11,108.325,0.011,0,11.255,NA,"I",0,0,13.38,2366,"2004Q3",2163,"http://www.sec.gov/Archives/edgar/data/935226/0000935226-04-000063.txt",935226,"10-Q","BENIHANA INC","10.10.2004","24.11.2004"
"106",2193,1,"30.06.2004",2193,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",539.083,1322.823,216.463,107.958,9.388,563.8,344.756,1087.059,52.112,645.066,535.974,235.764,0,0,21.913,0,"I",0,0,8.6,2413,"2004Q2",2193,"http://www.sec.gov/Archives/edgar/data/1040441/0000950134-04-011732.txt",1040441,"10-Q","BEVERLY ENTERPRISES INC","30.06.2004","09.08.2004"
"107",2204,1,"31.12.2004",2204,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",5.071,112.113,2.487,11.191,0,148.637,2.872,155.246,-0.063,0,3.443,-43.133,0,0,0,0,"I",0,0,2.27,2422,"2004Q4",2204,"http://www.sec.gov/Archives/edgar/data/870756/0000950134-05-005119.txt",870756,"10-K","NATIONAL ENERGY GROUP INC","31.12.2004","16.03.2005"
"108",2251,1,"30.09.2007",2251,"30.09.2007",2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",6.361,6.762,1.168,10.207,0.13,0,1.931,1.931,-0.829,0.339,2.312,4.831,0,0,0.146,NA,"I",0,0,1.23,2553,"2007Q3",2251,"http://www.sec.gov/Archives/edgar/data/723889/0001047469-07-009125.txt",723889,"10-Q","MFIC CORP","30.09.2007","13.11.2007"
"109",2251,1,"31.12.2005",2251,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",5.734,6.212,1.452,9.906,0.289,0.325,1.461,1.786,-0.215,0.406,3.064,4.426,0,0,0.096,0,"I",0,0,1.35,2546,"2005Q4",2251,"http://www.sec.gov/Archives/edgar/data/723889/0001104659-06-020584.txt",723889,"10-K","MFIC CORP","31.12.2005","30.03.2006"
"110",2251,1,"31.12.2007",2251,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",5.972,6.357,0.756,10.257,0.327,0,1.59,1.59,0.288,0.325,4.322,4.767,0,0,0.176,NA,"I",0,0,1.16,2554,"2007Q4",2251,"http://www.sec.gov/Archives/edgar/data/723889/0001047469-08-003235.txt",723889,"10-K","MFIC CORP","31.12.2007","21.03.2008"
"111",2259,1,"31.12.2005",2259,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",541.968,2119.96,34.198,33.156,66.771,670.193,470.623,1376.156,73.63,1435.398,179.728,738.879,137.584,65.118,138.628,0,"A",0.32,0.32,34.61,2578,"2005Q4",2259,"http://www.sec.gov/Archives/edgar/data/1130464/0001130464-06-000172.txt",1130464,"10-K","BLACK HILLS CORP /SD/","31.12.2005","16.03.2006"
"112",2259,1,"31.12.2006",2259,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",474.501,2244.676,38.943,33.369,162.606,628.34,528.978,1449.477,66.602,1646.367,173.57,790.041,174.332,0,308.45,0,"A",0.33,0.33,36.94,2582,"2006Q4",2259,"http://www.sec.gov/Archives/edgar/data/1130464/0001130464-07-000082.txt",1130464,"10-K","BLACK HILLS CORP /SD/","31.12.2006","01.03.2007"
"113",2264,1,"31.03.2004",2264,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",34.416,87.584,0.302,4.932,21.242,62.407,42.884,107.225,4.264,41.835,30.607,-19.641,NA,0,1.393,0,"I",0,0,0.61,2587,"2004Q1",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-04-004133.txt",12570,"10-Q","LEXINGTON PRECISION CORP","31.03.2004","17.05.2004"
"114",2264,1,"31.03.2005",2264,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",29.855,78.665,0.106,4.932,20.289,59.502,36.226,97.238,3.389,33.803,26.284,-18.573,1.09,0,1.345,0,"I",0,0,0.35,2591,"2005Q1",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-05-004500.txt",12570,"10-Q","LEXINGTON PRECISION CORP","31.03.2005","16.05.2005"
"115",2264,1,"31.03.2007",2264,"31.03.2007",2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",25.441,59.175,0.844,4.982,72.814,0.403,87.818,89.081,2.872,23.517,22.53,-29.906,0.374,0,0.924,0,"I",0,0,0.2,2599,"2007Q1",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-07-004994.txt",12570,"10-Q","LEXINGTON PRECISION CORP","31.03.2007","08.06.2007"
"116",2264,1,"30.06.2004",2264,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",33.248,86.31,0.039,4.932,22.738,61.293,41.481,104.663,3.047,41.719,29.474,-18.353,NA,0,3.185,0,"I",0,0,0.68,2588,"2004Q2",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-04-006378.txt",12570,"10-Q","LEXINGTON PRECISION CORP","30.06.2004","18.08.2004"
"117",2264,1,"30.06.2005",2264,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",27.816,74.174,0.113,4.932,33.432,41.755,49.471,92.73,3.077,32.701,25.294,-18.556,1.09,0,2.291,0,"I",0,0,0.7,2592,"2005Q2",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-05-007055.txt",12570,"10-Q","LEXINGTON PRECISION CORP","30.06.2005","15.08.2005"
"118",2264,1,"30.06.2007",2264,"30.06.2007",2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",27.363,60.397,0.846,4.982,74.399,0.382,90.44,91.662,3.06,22.643,23.778,-31.265,0.374,0,1.527,0,"I",0,0,0.55,2600,"2007Q2",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-07-006862.txt",12570,"10-Q","LEXINGTON PRECISION CORP","30.06.2007","14.08.2007"
"119",2264,1,"30.09.2005",2264,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",23.818,66.576,0.021,4.932,27.827,41.726,43.385,86.578,2.656,29.951,23.502,-20.002,1.09,0,2.887,0,"I",0,0,0.72,2593,"2005Q3",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-05-009272.txt",12570,"10-Q","LEXINGTON PRECISION CORP","30.09.2005","14.11.2005"
"120",2264,1,"30.09.2007",2264,"30.09.2007",2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",26.393,57.974,0.384,4.982,72.655,0.36,89.907,91.096,3.11,21.77,23.06,-33.122,0.374,0,2.141,0,"I",0,0,0.7,2601,"2007Q3",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-07-009037.txt",12570,"10-Q","LEXINGTON PRECISION CORP","30.09.2007","14.11.2007"
"121",2264,1,"31.12.2004",2264,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",28.907,78.377,0.017,4.932,19.416,58.949,35.777,96.252,2.189,36.057,24.392,-17.875,1.09,0,6.365,0,"I",0,0,0.6,2590,"2004Q4",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-05-002819.txt",12570,"10-K","LEXINGTON PRECISION CORP","31.12.2004","31.03.2005"
"122",2264,1,"31.12.2005",2264,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",22.396,62.343,0.013,4.932,26.004,41.545,41.092,83.999,2.249,28.487,21.762,-21.656,1.028,0,3.874,0,"I",0,0,0.7,2594,"2005Q4",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-06-002811.txt",12570,"10-K","LEXINGTON PRECISION CORP","31.12.2005","31.03.2006"
"123",2264,1,"31.12.2006",2264,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",20.222,54.44,0.035,4.982,69.701,0.406,82.211,83.431,1.556,24.226,18.293,-28.991,0.374,0,2.678,0,"I",0,0,0.41,2598,"2006Q4",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-07-003263.txt",12570,"10-K","LEXINGTON PRECISION CORP","31.12.2006","16.04.2007"
"124",2264,1,"31.12.2007",2264,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",21.877,52.367,0.426,5.022,69.086,0.005,87.771,88.308,1.669,20.854,19.04,-35.941,0.098,0,2.636,0,"I",0,0,0.25,2602,"2007Q4",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-08-004097.txt",12570,"10-K","LEXINGTON PRECISION CORP","31.12.2007","16.05.2008"
