"","X","datacqtr","gvkey","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","quarter","X.1","X.2","Index"
"188243",188243,"2004Q1",61592,"http://www.sec.gov/Archives/edgar/data/855906/0000855906-04-000009.txt",855906,"10-Q","SILICON STORAGE TECHNOLOGY INC","16161","16198",20041,NA,NA,42426
"188309",188309,"2004Q1",61596,"http://www.sec.gov/Archives/edgar/data/899597/0000899597-04-000014.txt",899597,"10-Q","BUCKEYE TECHNOLOGIES INC","16161","16190",20041,NA,NA,42442
"188367",188367,"2004Q1",61600,"http://www.sec.gov/Archives/edgar/data/799729/0000950135-04-002617.txt",799729,"10-Q","PAREXEL INTERNATIONAL CORP","16161","16204",20041,NA,NA,42458
"188462",188462,"2004Q1",61610,"http://www.sec.gov/Archives/edgar/data/1133872/0001133872-04-000015.txt",1133872,"10QSB","ZANETT INC","16161","16215",20041,NA,NA,42474
"188551",188551,"2004Q1",61627,"http://www.sec.gov/Archives/edgar/data/1002114/0000950134-04-007478.txt",1002114,"10-Q","PIXAR \CA\","16164","16204",20041,NA,NA,42490
"188579",188579,"2004Q1",61631,"http://www.sec.gov/Archives/edgar/data/907033/0000950152-04-003937.txt",907033,"10QSB","AMERICAN STONE INDUSTRIES INC","16161","16204",20041,NA,NA,42498
"188614",188614,"2004Q1",61635,"http://www.sec.gov/Archives/edgar/data/1001385/0001193125-04-075467.txt",1001385,"10-Q","NORTHWEST PIPE CO","16161","16191",20041,NA,NA,42502
"188673",188673,"2004Q1",61640,"http://www.sec.gov/Archives/edgar/data/1001718/0001001718-04-000007.txt",1001718,"10-Q","EGL INC","16161","16201",20041,NA,NA,42518
"188717",188717,"2004Q1",61641,"http://www.sec.gov/Archives/edgar/data/1000015/0001104659-04-014871.txt",1000015,"10-Q","META GROUP INC","16161","16208",20041,NA,NA,42531
"188782",188782,"2004Q1",61645,"http://www.sec.gov/Archives/edgar/data/933157/0001015402-04-002203.txt",933157,"10QSB","CADENCE RESOURCES CORP","16161","16208",20041,NA,NA,42535
"188833",188833,"2004Q1",61646,"http://www.sec.gov/Archives/edgar/data/1002135/0000914760-04-000098.txt",1002135,"10-K","WESTELL TECHNOLOGIES INC","16161","16236",20041,NA,NA,42550
"188871",188871,"2004Q1",61650,"http://www.sec.gov/Archives/edgar/data/1085129/0001085129-04-000007.txt",1085129,"10KSB","ATLANTIC SYNDICATION NETWORK INC","16129","16223",20041,NA,NA,42566
"188940",188940,"2004Q1",61655,"http://www.sec.gov/Archives/edgar/data/1000694/0000950133-04-001843.txt",1000694,"10-Q","NOVAVAX INC","16161","16198",20041,NA,NA,42579
"189040",189040,"2004Q1",61661,"http://www.sec.gov/Archives/edgar/data/1001903/0001015402-04-002350.txt",1001903,"10QSB","ELINEAR INC","16161","16215",20041,NA,NA,42595
"189080",189080,"2004Q1",61662,"http://www.sec.gov/Archives/edgar/data/1002037/0001193125-04-083764.txt",1002037,"10-Q","LEARNING TREE INTERNATIONAL INC","16163","16201",20041,NA,NA,42604
"189131",189131,"2004Q1",61664,"http://www.sec.gov/Archives/edgar/data/1000297/0001104659-04-010121.txt",1000297,"10-Q","TRAFFIX INC","16130","16175",20041,NA,NA,42620
"189245",189245,"2004Q1",61673,"http://www.sec.gov/Archives/edgar/data/1091596/0001144204-04-006194.txt",1091596,"10QSB","CYTOMEDIX INC","16161","16201",20041,NA,NA,42635
"189322",189322,"2004Q1",61676,"http://www.sec.gov/Archives/edgar/data/877890/0001193125-04-081817.txt",877890,"10-Q","CITRIX SYSTEMS INC","16161","16198",20041,NA,NA,42651
"189403",189403,"2004Q1",61685,"http://www.sec.gov/Archives/edgar/data/1002517/0000950135-04-002543.txt",1002517,"10-Q","SCANSOFT INC","16161","16201",20041,NA,NA,42667
"189454",189454,"2004Q1",61689,"http://www.sec.gov/Archives/edgar/data/1003640/0001047469-04-022095.txt",1003640,"10KSB","AML COMMUNICATIONS INC","16161","16251",20041,NA,NA,42672
"189532",189532,"2004Q1",61691,"http://www.sec.gov/Archives/edgar/data/1072546/0001193125-04-088940.txt",1072546,"10-Q","PHARMANETICS INC","16161","16205",20041,NA,NA,42688
"189567",189567,"2004Q1",61694,"http://www.sec.gov/Archives/edgar/data/919794/0000950123-04-006430.txt",919794,"10-Q","VIEWPOINT CORP","16161","16205",20041,NA,NA,42692
"189655",189655,"2004Q1",61703,"http://www.sec.gov/Archives/edgar/data/1002811/0000950137-04-004210.txt",1002811,"10-Q","KENSEY NASH CORP","16161","16208",20041,NA,NA,42708
"189711",189711,"2004Q1",61706,"http://www.sec.gov/Archives/edgar/data/1003113/0000950134-04-007101.txt",1003113,"10-Q","MOLECULAR DEVICES CORP","16161","16201",20041,NA,NA,42724
"189756",189756,"2004Q1",61709,"http://www.sec.gov/Archives/edgar/data/924719/0001193125-04-094244.txt",924719,"10QSB","SMITH MIDLAND CORP","16161","16216",20041,NA,NA,42736
"189808",189808,"2004Q1",61711,"http://www.sec.gov/Archives/edgar/data/1001316/0001144204-04-006669.txt",1001316,"10QSB","MANHATTAN PHARMACEUTICALS INC","16161","16205",20041,NA,NA,42752
"189860",189860,"2004Q1",61712,"http://www.sec.gov/Archives/edgar/data/1000683/0001177456-04-000193.txt",1000683,"10-Q","BLONDER TONGUE LABORATORIES INC","16161","16208",20041,NA,NA,42768
"189911",189911,"2004Q1",61717,"http://www.sec.gov/Archives/edgar/data/1158846/0001104659-04-014792.txt",1158846,"10-Q","ERGO SCIENCE CORP /DE/","16161","16208",20041,NA,NA,42784
"189948",189948,"2004Q1",61718,"http://www.sec.gov/Archives/edgar/data/1002607/0000950123-04-007364.txt",1002607,"10-K","ATARI INC","16161","16236",20041,NA,NA,42795
"189997",189997,"2004Q1",61719,"http://www.sec.gov/Archives/edgar/data/1001917/0000950124-04-002430.txt",1001917,"10-Q","PYRAMID BREWERIES INC","16161","16208",20041,NA,NA,42811
"190043",190043,"2004Q1",61721,"http://www.sec.gov/Archives/edgar/data/866415/0001001277-04-000288.txt",866415,"10-Q","INTERNATIONAL DISPLAYWORKS INC","16191","16236",20041,NA,NA,42827
"190136",190136,"2004Q1",61725,"http://www.sec.gov/Archives/edgar/data/1002531/0000950152-04-003679.txt",1002531,"10-Q","TOLLGRADE COMMUNICATIONS INC \PA\","16157","16197",20041,NA,NA,42829
"190188",190188,"2004Q1",61726,"http://www.sec.gov/Archives/edgar/data/865415/0000950005-04-000446.txt",865415,"10-Q","ADEPT TECHNOLOGY INC","16157","16202",20041,NA,NA,42845
"190292",190292,"2004Q1",61732,"http://www.sec.gov/Archives/edgar/data/1003078/0001047469-04-010509.txt",1003078,"10-Q","MSC INDUSTRIAL DIRECT CO INC","16129","16163",20041,NA,NA,42861
"190338",190338,"2004Q1",61733,"http://www.sec.gov/Archives/edgar/data/1002178/0000950134-04-007755.txt",1002178,"10-Q","SCHLOTZSKYS INC","16161","16208",20041,NA,NA,42877
"190370",190370,"2004Q1",61735,"http://www.sec.gov/Archives/edgar/data/1002590/0001193125-04-073087.txt",1002590,"10-Q","STAR GAS PARTNERS LP","16161","16190",20041,NA,NA,42879
"190423",190423,"2004Q1",61737,"http://www.sec.gov/Archives/edgar/data/1003022/0001104659-04-013610.txt",1003022,"10-Q","ZORAN CORP \DE\","16161","16201",20041,NA,NA,42895
"190491",190491,"2004Q1",61745,"http://www.sec.gov/Archives/edgar/data/1003642/0000950116-04-001449.txt",1003642,"10-Q","IMPAX LABORATORIES INC","16161","16201",20041,NA,NA,42911
"190527",190527,"2004Q1",61746,"http://www.sec.gov/Archives/edgar/data/947577/0000921895-04-000742.txt",947577,"10-Q","NUCO2 INC /FL","16161","16205",20041,NA,NA,42914
"190587",190587,"2004Q1",61752,"http://www.sec.gov/Archives/edgar/data/908605/0001169232-04-002782.txt",908605,"10-Q","CASTELLE \CA\","16161","16202",20041,NA,NA,42930
"190630",190630,"2004Q1",61753,"http://www.sec.gov/Archives/edgar/data/919583/0000950134-04-009287.txt",919583,"10-K","CELERITEK INC/CA","16161","16247",20041,NA,NA,42943
"190682",190682,"2004Q1",61755,"http://www.sec.gov/Archives/edgar/data/900096/0000950135-04-002634.txt",900096,"10QSB","ELCOM INTERNATIONAL INC","16161","16205",20041,NA,NA,42949
"190739",190739,"2004Q1",61758,"http://www.sec.gov/Archives/edgar/data/1002554/0001002554-04-000012.txt",1002554,"10-Q","EMERGING VISION INC","16161","16208",20041,NA,NA,42965
"190812",190812,"2004Q3",61763,"http://www.sec.gov/Archives/edgar/data/95052/0000095052-04-000095.txt",95052,"10-Q","ELIZABETH ARDEN INC","16344","16383",20043,NA,NA,42981
"190882",190882,"2004Q1",61766,"http://www.sec.gov/Archives/edgar/data/1001907/0001193125-04-086053.txt",1001907,"10-Q","SPACEHAB INC \WA\","16161","16203",20041,NA,NA,42995
"190959",190959,"2004Q1",61774,"http://www.sec.gov/Archives/edgar/data/949428/0001015402-04-001958.txt",949428,"10-Q","CLEAN DIESEL TECHNOLOGIES INC","16161","16202",20041,NA,NA,43011
"191024",191024,"2004Q1",61776,"http://www.sec.gov/Archives/edgar/data/1002577/0001104659-04-014310.txt",1002577,"10-Q","TJT INC","16161","16204",20041,NA,NA,43027
"191068",191068,"2004Q1",61793,"http://www.sec.gov/Archives/edgar/data/771249/0000950124-04-002368.txt",771249,"10-Q","SPORTS RESORTS INTERNATIONAL INC","16161","16205",20041,NA,NA,43031
"191130",191130,"2004Q1",61803,"http://www.sec.gov/Archives/edgar/data/1016965/0001193125-04-091864.txt",1016965,"10QSB","PROLONG INTERNATIONAL CORP","16161","16211",20041,NA,NA,43038
"191179",191179,"2004Q1",61811,"http://www.sec.gov/Archives/edgar/data/1001838/0001104659-04-013249.txt",1001838,"10-Q","SOUTHERN PERU COPPER CORP/","16161","16198",20041,NA,NA,43045
"191258",191258,"2004Q1",61836,"http://www.sec.gov/Archives/edgar/data/910267/0001104659-04-012963.txt",910267,"10-Q","TITAN PHARMACEUTICALS INC","16161","16197",20041,NA,NA,43061
"191307",191307,"2004Q1",61839,"http://www.sec.gov/Archives/edgar/data/932628/0000893220-04-001060.txt",932628,"10-Q","AMERIGAS PARTNERS LP","16161","16208",20041,NA,NA,43077
"191362",191362,"2004Q1",61858,"http://www.sec.gov/Archives/edgar/data/919605/0001169232-04-003379.txt",919605,"10QSB","BIOCORAL INC","16161","16240",20041,NA,NA,43093
"191414",191414,"2004Q1",61859,"http://www.sec.gov/Archives/edgar/data/936931/0001104659-04-013595.txt",936931,"10-Q","SOURCECORP INC","16161","16201",20041,NA,NA,43109
"191495",191495,"2004Q1",61871,"http://www.sec.gov/Archives/edgar/data/1003124/0001193125-04-079129.txt",1003124,"10-Q","PHARMACEUTICAL PRODUCT DEVELOPMENT INC","16161","16196",20041,NA,NA,43118
"191583",191583,"2004Q1",61877,"http://www.sec.gov/Archives/edgar/data/1003111/0001125282-04-002033.txt",1003111,"10-Q","GLOBIX CORP","16161","16198",20041,NA,NA,43134
"191625",191625,"2004Q1",61880,"http://www.sec.gov/Archives/edgar/data/1016504/0001016504-04-000020.txt",1016504,"10QSB","INTEGRATED BIOPHARMA INC","16161","16205",20041,NA,NA,43145
"191676",191676,"2004Q1",61888,"http://www.sec.gov/Archives/edgar/data/790273/0000790273-04-000020.txt",790273,"10QSB","CONECTISYS CORP","16161","16212",20041,NA,NA,43161
"191696",191696,"2004Q1",61895,"http://www.sec.gov/Archives/edgar/data/793043/0001185185-04-000097.txt",793043,"10QSB","IR BIOSCIENCES HOLDINGS INC","16161","16215",20041,NA,NA,43177
"191748",191748,"2004Q1",61899,"http://www.sec.gov/Archives/edgar/data/861838/0000950135-04-002680.txt",861838,"10-Q","HYBRIDON INC","16161","16208",20041,NA,NA,43193
"191800",191800,"2004Q1",61900,"http://www.sec.gov/Archives/edgar/data/1003130/0000950152-04-003459.txt",1003130,"10-Q","LCA VISION INC","16161","16194",20041,NA,NA,43199
"191852",191852,"2004Q1",61901,"http://www.sec.gov/Archives/edgar/data/942788/0001104659-04-013611.txt",942788,"10-Q","NEOPHARM INC","16161","16201",20041,NA,NA,43215
"191902",191902,"2004Q1",61903,"http://www.sec.gov/Archives/edgar/data/1003950/0001003950-04-000020.txt",1003950,"10-Q","PERFORMANCE TECHNOLOGIES INC \DE\","16161","16205",20041,NA,NA,43231
"192004",192004,"2004Q1",61925,"http://www.sec.gov/Archives/edgar/data/4187/0000892303-04-000061.txt",4187,"10-Q","INDUSTRIAL SERVICES OF AMERICA INC /FL","16161","16196",20041,NA,NA,43247
"192098",192098,"2004Q1",61960,"http://www.sec.gov/Archives/edgar/data/1003648/0000950124-04-003062.txt",1003648,"10-K","CHILDTIME LEARNING CENTERS INC","16163","16253",20041,NA,NA,43263
"192131",192131,"2004Q1",61971,"http://www.sec.gov/Archives/edgar/data/933738/0001193125-04-082193.txt",933738,"10-Q","ENGLOBAL CORP","16161","16198",20041,NA,NA,43264
"192166",192166,"2004Q1",61974,"http://www.sec.gov/Archives/edgar/data/922913/0000922913-04-000004.txt",922913,"10QSB","PACER HEALTH CORP","16161","16215",20041,NA,NA,43280
"192215",192215,"2004Q1",61976,"http://www.sec.gov/Archives/edgar/data/899394/0001193125-04-080968.txt",899394,"10-Q","HOLLIS EDEN PHARMACEUTICALS INC /DE/","16161","16198",20041,NA,NA,43296
"192250",192250,"2004Q1",61979,"http://www.sec.gov/Archives/edgar/data/1003226/0001193125-04-102150.txt",1003226,"10-Q","VSOURCE INC","16191","16236",20041,NA,NA,43312
"192298",192298,"2004Q1",61980,"http://www.sec.gov/Archives/edgar/data/1261734/0001193125-04-087512.txt",1261734,"10-Q","INCARA PHARMACEUTICALS CORP","16161","16204",20041,NA,NA,43318
"192369",192369,"2004Q1",61984,"http://www.sec.gov/Archives/edgar/data/1004125/0000909518-04-000446.txt",1004125,"10-Q","KSW INC","16161","16208",20041,NA,NA,43319
"192397",192397,"2005Q1",61986,"http://www.sec.gov/Archives/edgar/data/1000368/0001145443-05-002473.txt",1000368,"10QSB","FIRSTPLUS FINANCIAL GROUP INC","16526","16734",20051,NA,NA,43335
"192464",192464,"2004Q1",61988,"http://www.sec.gov/Archives/edgar/data/769874/0001193125-04-100952.txt",769874,"10-Q","REMEC INC","16191","16231",20041,NA,NA,43346
"192509",192509,"2004Q1",61996,"http://www.sec.gov/Archives/edgar/data/1005010/0001193125-04-083378.txt",1005010,"10-Q","ARTHROCARE CORP","16161","16201",20041,NA,NA,43356
"192606",192606,"2004Q1",62016,"http://www.sec.gov/Archives/edgar/data/934448/0001193125-04-083575.txt",934448,"10-Q","DIGITAL GENERATION SYSTEMS INC","16161","16201",20041,NA,NA,43372
"192697",192697,"2004Q1",62036,"http://www.sec.gov/Archives/edgar/data/920052/0000950144-04-005171.txt",920052,"10-Q","RENAL CARE GROUP INC","16161","16201",20041,NA,NA,43382
"192726",192726,"2005Q4",62038,"http://www.sec.gov/Archives/edgar/data/1346685/0001193125-06-081323.txt",1346685,"10-K","Sterling Mining CO","16801","16908",20054,NA,NA,43390
"192799",192799,"2004Q1",62046,"http://www.sec.gov/Archives/edgar/data/1002520/0001169232-04-002938.txt",1002520,"10-Q","SPEEDUS CORP","16161","16205",20041,NA,NA,43399
"192818",192818,"2005Q1",62055,"http://www.sec.gov/Archives/edgar/data/1063561/0001104659-05-023701.txt",1063561,"10-Q","PROSPECT MEDICAL HOLDINGS INC","16526","16572",20051,NA,NA,43415
"192864",192864,"2004Q1",62056,"http://www.sec.gov/Archives/edgar/data/1002422/0001002422-04-000004.txt",1002422,"10QSB","ENTERPRISE TECHNOLOGIES INC","16161","16204",20041,NA,NA,43427
"192901",192901,"2004Q1",62057,"http://www.sec.gov/Archives/edgar/data/1034760/0000897069-04-001056.txt",1034760,"10-Q","WIDEPOINT CORP","16161","16208",20041,NA,NA,43443
"192953",192953,"2004Q1",62064,"http://www.sec.gov/Archives/edgar/data/869561/0000950134-04-007733.txt",869561,"10-Q","RURAL CELLULAR CORP","16161","16208",20041,NA,NA,43459
"193002",193002,"2004Q1",62065,"http://www.sec.gov/Archives/edgar/data/1000227/0000950116-04-001452.txt",1000227,"10-Q","TB WOODS CORP","16163","16201",20041,NA,NA,43475
"193056",193056,"2004Q1",62070,"http://www.sec.gov/Archives/edgar/data/1003472/0001193125-04-075385.txt",1003472,"10QSB","PAINCARE HOLDINGS INC","16161","16191",20041,NA,NA,43487
"193095",193095,"2004Q1",62072,"http://www.sec.gov/Archives/edgar/data/884269/0001104659-04-012018.txt",884269,"10-Q","ALPHA PRO TECH LTD","16161","16191",20041,NA,NA,43502
"193146",193146,"2004Q1",62073,"http://www.sec.gov/Archives/edgar/data/854862/0000926236-04-000077.txt",854862,"10QSB","AMERICAN HEALTHCHOICE INC /NY/","16161","16208",20041,NA,NA,43518
"193167",193167,"2004Q1",62078,"http://www.sec.gov/Archives/edgar/data/807630/0000950123-04-007936.txt",807630,"10-K","MAN SANG HOLDINGS INC","16161","16251",20041,NA,NA,43528
"193206",193206,"2004Q1",62079,"http://www.sec.gov/Archives/edgar/data/1088244/0001193125-04-102848.txt",1088244,"10-K","EUNIVERSE INC","16161","16237",20041,NA,NA,43544
"193239",193239,"2004Q1",62088,"http://www.sec.gov/Archives/edgar/data/847383/0000890163-04-000290.txt",847383,"10-K","NEW FRONTIER MEDIA INC","16161","16236",20041,NA,NA,43545
"193292",193292,"2004Q1",62093,"http://www.sec.gov/Archives/edgar/data/943605/0000950137-04-004747.txt",943605,"10-Q","SOURCE INTERLINK COMPANIES INC","16191","16231",20041,NA,NA,43561
"193341",193341,"2004Q1",62100,"http://www.sec.gov/Archives/edgar/data/1004963/0001193125-04-090166.txt",1004963,"10-Q","COTELLIGENT INC","16161","16208",20041,NA,NA,43577
"193382",193382,"2004Q1",62101,"http://www.sec.gov/Archives/edgar/data/949371/0001193125-04-090148.txt",949371,"10QSB","I2 TELECOM INTERNATIONAL INC","16161","16208",20041,NA,NA,43584
"193449",193449,"2004Q1",62107,"http://www.sec.gov/Archives/edgar/data/896400/0001193125-04-090047.txt",896400,"10-Q","MULTIMEDIA GAMES INC","16161","16208",20041,NA,NA,43600
"193519",193519,"2004Q1",62110,"http://www.sec.gov/Archives/edgar/data/1017491/0000950136-04-001424.txt",1017491,"10-Q","NEXMED INC","16161","16197",20041,NA,NA,43616
"193562",193562,"2004Q1",62111,"http://www.sec.gov/Archives/edgar/data/823070/0000823070-04-000018.txt",823070,"10QSB","NOFIRE TECHNOLOGIES INC","16130","16180",20041,NA,NA,43632
"193623",193623,"2004Q1",62118,"http://www.sec.gov/Archives/edgar/data/717228/0000931731-04-000151.txt",717228,"10QSB","CHINA FOOD & BEVERAGE CO","16161","16215",20041,NA,NA,43648
"193675",193675,"2004Q1",62122,"http://www.sec.gov/Archives/edgar/data/907658/0001193125-04-089973.txt",907658,"10QSB","OPTICAL SENSORS INC","16161","16208",20041,NA,NA,43658
"193706",193706,"2004Q1",62132,"http://www.sec.gov/Archives/edgar/data/786771/0000931731-04-000163.txt",786771,"10QSB","VIDEOLOCITY INTERNATIONAL INC","16191","16243",20041,NA,NA,43669
"193935",193935,"2004Q1",62168,"http://www.sec.gov/Archives/edgar/data/1006045/0001015402-04-002253.txt",1006045,"10-Q","IRIDEX CORP","16164","16210",20041,NA,NA,43682
"193983",193983,"2004Q1",62169,"http://www.sec.gov/Archives/edgar/data/1005286/0001104659-04-009980.txt",1005286,"10-Q","LANDEC CORP \CA\","16130","16174",20041,NA,NA,43698
"194035",194035,"2004Q1",62170,"http://www.sec.gov/Archives/edgar/data/877902/0001206774-04-000414.txt",877902,"10-Q","NEOSE TECHNOLOGIES INC","16161","16189",20041,NA,NA,43714
"194070",194070,"2004Q1",62178,"http://www.sec.gov/Archives/edgar/data/1017655/0001169232-04-002967.txt",1017655,"10QSB","PAID INC","16161","16208",20041,NA,NA,43730
"194102",194102,"2004Q3",62181,"http://www.sec.gov/Archives/edgar/data/1100981/0001104659-05-048610.txt",1100981,"10QSB","HALIFAX INTERNATIONAL INC","16344","16723",20043,NA,NA,43746
"194146",194146,"2004Q1",62189,"http://www.sec.gov/Archives/edgar/data/875762/0001050502-04-000327.txt",875762,"10-Q","STARTECH ENVIRONMENTAL CORP","16191","16224",20041,NA,NA,43759
"194167",194167,"2005Q2",62191,"http://www.sec.gov/Archives/edgar/data/1102414/0001102414-05-000024.txt",1102414,"10QSB","GREENSHIFT CORP","16617","16666",20052,NA,NA,43775
"194225",194225,"2004Q1",62196,"http://www.sec.gov/Archives/edgar/data/96664/0001144204-04-007291.txt",96664,"10QSB","TECH LABORATORIES INC","16161","16210",20041,NA,NA,43785
"194275",194275,"2004Q1",62200,"http://www.sec.gov/Archives/edgar/data/1003464/0000950137-04-003854.txt",1003464,"10-Q","ENDOCARE INC","16161","16201",20041,NA,NA,43799
"194327",194327,"2004Q1",62201,"http://www.sec.gov/Archives/edgar/data/1005387/0001193125-04-087495.txt",1005387,"10-Q","GENSYM CORP","16161","16204",20041,NA,NA,43815
"194365",194365,"2004Q1",62204,"http://www.sec.gov/Archives/edgar/data/1001614/0001001614-04-000045.txt",1001614,"10-Q","TENGASCO INC","16161","16211",20041,NA,NA,43829
"194399",194399,"2004Q1",62207,"http://www.sec.gov/Archives/edgar/data/932144/0001079974-04-000083.txt",932144,"10QSB","TITAN TECHNOLOGIES INC","16191","16243",20041,NA,NA,43844
"194434",194434,"2004Q1",62213,"http://www.sec.gov/Archives/edgar/data/896429/0001144204-04-007001.txt",896429,"10QSB","USA TECHNOLOGIES INC","16161","16208",20041,NA,NA,43860
"194517",194517,"2004Q2",62217,"http://www.sec.gov/Archives/edgar/data/889971/0001193125-04-146477.txt",889971,"10-K","LIGHTPATH TECHNOLOGIES INC","16252","16308",20042,NA,NA,43876
"194553",194553,"2004Q2",62221,"http://www.sec.gov/Archives/edgar/data/1005229/0001005229-04-000010.txt",1005229,"10-Q","COLUMBUS MCKINNON CORP","16287","16287",20042,NA,NA,43891
"194600",194600,"2004Q1",62225,"http://www.sec.gov/Archives/edgar/data/1005181/0001019687-04-001043.txt",1005181,"10-Q","MOSSIMO INC","16161","16205",20041,NA,NA,43904
"194679",194679,"2004Q1",62236,"http://www.sec.gov/Archives/edgar/data/896778/0000950134-04-007119.txt",896778,"10-Q","CONCEPTUS INC","16161","16201",20041,NA,NA,43914
"194731",194731,"2004Q1",62237,"http://www.sec.gov/Archives/edgar/data/1004960/0000891618-04-000987.txt",1004960,"10-Q","CONNETICS CORP","16161","16201",20041,NA,NA,43930
"194834",194834,"2004Q1",62257,"http://www.sec.gov/Archives/edgar/data/814055/0001019687-04-000987.txt",814055,"10-Q","YOUBET COM INC","16161","16196",20041,NA,NA,43941
"194880",194880,"2004Q1",62261,"http://www.sec.gov/Archives/edgar/data/923282/0000923282-04-000004.txt",923282,"10-Q","GEMSTAR TV GUIDE INTERNATIONAL INC","16161","16196",20041,NA,NA,43957
"194927",194927,"2004Q1",62262,"http://www.sec.gov/Archives/edgar/data/38264/0001003297-04-000189.txt",38264,"10QSB","FORWARD INDUSTRIES INC","16161","16182",20041,NA,NA,43973
"194979",194979,"2004Q1",62263,"http://www.sec.gov/Archives/edgar/data/899866/0001193125-04-098975.txt",899866,"10-Q","ALEXION PHARMACEUTICALS INC","16191","16226",20041,NA,NA,43989
"195028",195028,"2004Q1",62266,"http://www.sec.gov/Archives/edgar/data/1005757/0001193125-04-083182.txt",1005757,"10-Q","CSG SYSTEMS INTERNATIONAL INC","16161","16201",20041,NA,NA,44003
"195079",195079,"2004Q1",62268,"http://www.sec.gov/Archives/edgar/data/799526/0000799526-04-000012.txt",799526,"10-Q","FLANDERS CORP","16161","16184",20041,NA,NA,44019
"195131",195131,"2004Q1",62269,"http://www.sec.gov/Archives/edgar/data/924101/0001193125-04-089718.txt",924101,"10-Q","OSE USA INC","16158","16208",20041,NA,NA,44035
"195177",195177,"2004Q4",62278,"http://www.sec.gov/Archives/edgar/data/949427/0001019687-05-002587.txt",949427,"10-K","HARTCOURT COMPANIES INC","16587","16692",20044,NA,NA,44042
"195250",195250,"2004Q1",62285,"http://www.sec.gov/Archives/edgar/data/1041333/0000950144-04-006194.txt",1041333,"10-K","INDUS INTERNATIONAL INC","16161","16236",20041,NA,NA,44052
"195273",195273,"2004Q1",62288,"http://www.sec.gov/Archives/edgar/data/934936/0000891020-04-000425.txt",934936,"10QSB","SCOLR INC","16161","16208",20041,NA,NA,44063
"195325",195325,"2004Q1",62290,"http://www.sec.gov/Archives/edgar/data/887921/0000950136-04-001627.txt",887921,"10-Q","REVLON INC /DE/","16161","16208",20041,NA,NA,44064
"195375",195375,"2004Q1",62292,"http://www.sec.gov/Archives/edgar/data/1043894/0001099910-04-000085.txt",1043894,"10QSB","ENVIRO VORAXIAL TECHNOLOGY INC","16161","16211",20041,NA,NA,44080
"195475",195475,"2004Q1",62302,"http://www.sec.gov/Archives/edgar/data/1004989/0000910680-04-000548.txt",1004989,"10-Q","SPAR GROUP INC","16161","16212",20041,NA,NA,44096
"195527",195527,"2004Q1",62304,"http://www.sec.gov/Archives/edgar/data/1005758/0001193125-04-093660.txt",1005758,"10QSB","POWERCERV CORP","16161","16216",20041,NA,NA,44112
"195558",195558,"2004Q1",62305,"http://www.sec.gov/Archives/edgar/data/1043933/0001144204-04-005088.txt",1043933,"10QSB","MARKET CENTRAL INC","16130","16180",20041,NA,NA,44119
"195596",195596,"2004Q1",62313,"http://www.sec.gov/Archives/edgar/data/912890/0000950144-04-006232.txt",912890,"10-K","TERREMARK WORLDWIDE INC","16161","16236",20041,NA,NA,44127
"195662",195662,"2004Q1",62317,"http://www.sec.gov/Archives/edgar/data/880804/0001193125-04-083387.txt",880804,"10-Q","PTEK HOLDINGS INC","16161","16201",20041,NA,NA,44143
"195726",195726,"2004Q1",62322,"http://www.sec.gov/Archives/edgar/data/1002822/0001002014-04-000233.txt",1002822,"10QSB","FIRST AMERICAN SCIENTIFIC CORP \NV\","16161","16204",20041,NA,NA,44146
"195814",195814,"2004Q1",62330,"http://www.sec.gov/Archives/edgar/data/949373/0001104659-04-013455.txt",949373,"10-Q","NEW WORLD RESTAURANT GROUP INC","16160","16201",20041,NA,NA,44162
"195866",195866,"2004Q1",62336,"http://www.sec.gov/Archives/edgar/data/849778/0001104659-04-012898.txt",849778,"10-Q","CYTYC CORP","16161","16197",20041,NA,NA,44178
"195949",195949,"2004Q1",62343,"http://www.sec.gov/Archives/edgar/data/793981/0000939798-04-000048.txt",793981,"10QSB","GT DATA CORP","16161","16212",20041,NA,NA,44192
"196061",196061,"2004Q1",62364,"http://www.sec.gov/Archives/edgar/data/1101588/0001015402-04-002242.txt",1101588,"10QSB","SHARP HOLDING CORP","16161","16210",20041,NA,NA,44207
"196140",196140,"2004Q1",62374,"http://www.sec.gov/Archives/edgar/data/1020569/0001047469-04-016494.txt",1020569,"10-Q","IRON MOUNTAIN INC/PA","16161","16201",20041,NA,NA,44214
"196209",196209,"2004Q1",62378,"http://www.sec.gov/Archives/edgar/data/940942/0000940942-04-000010.txt",940942,"10-Q","HUB GROUP INC","16161","16191",20041,NA,NA,44230
"196271",196271,"2004Q1",62382,"http://www.sec.gov/Archives/edgar/data/919722/0001047469-04-016658.txt",919722,"10-Q","SUPERGEN INC","16161","16201",20041,NA,NA,44246
"196309",196309,"2004Q1",62388,"http://www.sec.gov/Archives/edgar/data/1094808/0001005150-04-001070.txt",1094808,"10-Q","FINDWHAT COM INC","16161","16198",20041,NA,NA,44262
"196361",196361,"2004Q1",62391,"http://www.sec.gov/Archives/edgar/data/1102541/0001104659-04-013220.txt",1102541,"10-Q","EARTHLINK INC","16161","16198",20041,NA,NA,44267
