"","X","datacqtr","gvkey","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","quarter","X.1","X.2","Index"
"269824",269824,"2004Q1",144998,"http://www.sec.gov/Archives/edgar/data/1166003/0001193125-04-089519.txt",1166003,"10QSB","SEGMENTZ INC","16161","16208",20041,NA,NA,65068
"269854",269854,"2004Q1",145003,"http://www.sec.gov/Archives/edgar/data/1074874/0001144204-04-006515.txt",1074874,"10QSB","DIOMED HOLDINGS INC","16161","16204",20041,NA,NA,65084
"269869",269869,"2005Q4",145026,"http://www.sec.gov/Archives/edgar/data/1094651/0001161532-06-000009.txt",1094651,"10-Q","TRIMAX CORP","16801","16846",20054,NA,NA,65099
"269891",269891,"2004Q1",145027,"http://www.sec.gov/Archives/edgar/data/1117228/0001015402-04-003024.txt",1117228,"10KSB","MASS MEGAWATTS  WIND POWER INC","16191","16278",20041,NA,NA,65108
"269918",269918,"2004Q1",145041,"http://www.sec.gov/Archives/edgar/data/1156388/0000950129-04-002967.txt",1156388,"10-Q","BIG 5 SPORTING GOODS CORP","16158","16198",20041,NA,NA,65124
"269948",269948,"2004Q1",145042,"http://www.sec.gov/Archives/edgar/data/1157377/0000950133-04-002388.txt",1157377,"10-K","ADVISORY BOARD CO","16161","16236",20041,NA,NA,65140
"269977",269977,"2004Q1",145049,"http://www.sec.gov/Archives/edgar/data/1157644/0000950134-04-008647.txt",1157644,"10-Q","GAMESTOP CORP","16192","16232",20041,NA,NA,65156
"269981",269981,"2005Q3",145049,"http://www.sec.gov/Archives/edgar/data/1326380/0000950134-05-022807.txt",1326380,"10-Q","GameStop Corp.","16738","16778",20053,NA,NA,65160
"270002",270002,"2004Q2",145060,"http://www.sec.gov/Archives/edgar/data/1080036/0001137171-04-001248.txt",1080036,"10QSB","GOLDEN PATRIOT CORP","16283","16331",20042,NA,NA,65170
"270025",270025,"2004Q1",145061,"http://www.sec.gov/Archives/edgar/data/1127454/0001015402-04-002053.txt",1127454,"10QSB","ALLOY STEEL INTERNATIONAL INC","16161","16205",20041,NA,NA,65183
"270046",270046,"2004Q2",145080,"http://www.sec.gov/Archives/edgar/data/707388/0001019687-04-001731.txt",707388,"10-Q","DIGIRAD CORP","16252","16294",20042,NA,NA,65199
"270076",270076,"2004Q1",145089,"http://www.sec.gov/Archives/edgar/data/1119721/0001104659-04-014314.txt",1119721,"10QSB","USIP COM INC","16161","16204",20041,NA,NA,65214
"270104",270104,"2004Q1",145109,"http://www.sec.gov/Archives/edgar/data/1131072/0000949303-04-000029.txt",1131072,"10QSB","TETON PETROLEUM CO","16161","16208",20041,NA,NA,65229
"270126",270126,"2004Q1",145160,"http://www.sec.gov/Archives/edgar/data/1115143/0000950135-04-002416.txt",1115143,"10-Q","ACUSPHERE INC","16161","16197",20041,NA,NA,65245
"270154",270154,"2004Q1",145161,"http://www.sec.gov/Archives/edgar/data/1157624/0001104659-04-012097.txt",1157624,"10-Q","NASSDA CORP","16161","16191",20041,NA,NA,65261
"270167",270167,"2004Q1",145186,"http://www.sec.gov/Archives/edgar/data/1137778/0000950123-04-005373.txt",1137778,"10-Q","WCI COMMUNITIES INC","16161","16190",20041,NA,NA,65266
"270196",270196,"2004Q1",145206,"http://www.sec.gov/Archives/edgar/data/1119643/0001086715-04-000065.txt",1119643,"10QSB","NUTRA PHARMA CORP","16161","16217",20041,NA,NA,65282
"270227",270227,"2004Q1",145207,"http://www.sec.gov/Archives/edgar/data/1122771/0001158957-04-000108.txt",1122771,"10QSB","GL ENERGY & EXPLORATION INC","16161","16205",20041,NA,NA,65298
"270250",270250,"2004Q1",145228,"http://www.sec.gov/Archives/edgar/data/1129425/0001193125-04-081741.txt",1129425,"10-Q","ZYMOGENETICS INC","16161","16198",20041,NA,NA,65306
"270278",270278,"2004Q1",145287,"http://www.sec.gov/Archives/edgar/data/1125856/0001145763-04-000003.txt",1125856,"10QSB","AUTOFUND SERVICING INC","16161","16204",20041,NA,NA,65322
"270300",270300,"2004Q1",145308,"http://www.sec.gov/Archives/edgar/data/105319/0001047469-04-017154.txt",105319,"10-Q","WEIGHT WATCHERS INTERNATIONAL INC","16164","16204",20041,NA,NA,65323
"270331",270331,"2004Q2",145313,"http://www.sec.gov/Archives/edgar/data/1124394/0001144204-04-011998.txt",1124394,"10QSB","DYNA CAM","16252","16299",20042,NA,NA,65339
"270356",270356,"2004Q1",145315,"http://www.sec.gov/Archives/edgar/data/1112424/0001144204-04-014359.txt",1112424,"10KSB","HIENERGY TECHNOLOGIES INC","16191","16328",20041,NA,NA,65354
"270377",270377,"2004Q1",145327,"http://www.sec.gov/Archives/edgar/data/1088199/0001108017-04-000284.txt",1088199,"10QSB","LIVESTAR ENTERTAINMENT GROUP INC","16161","16215",20041,NA,NA,65365
"270391",270391,"2004Q1",145416,"http://www.sec.gov/Archives/edgar/data/1156295/0001193125-04-084683.txt",1156295,"10-Q","SERACARE LIFE SCIENCES INC","16161","16202",20041,NA,NA,65371
"270412",270412,"2004Q1",145431,"http://www.sec.gov/Archives/edgar/data/1159119/0001193125-04-075572.txt",1159119,"10-Q","PREMCOR INC","16161","16191",20041,NA,NA,65380
"270433",270433,"2004Q1",145475,"http://www.sec.gov/Archives/edgar/data/1122099/0001122099-04-000025.txt",1122099,"10QSB","VILLAGEEDOCS INC","16161","16208",20041,NA,NA,65386
"270463",270463,"2004Q1",145512,"http://www.sec.gov/Archives/edgar/data/1141399/0001193125-04-083629.txt",1141399,"10-Q","AMERICAN PHARMACEUTICAL PARTNERS INC /DE/","16161","16201",20041,NA,NA,65402
"270497",270497,"2004Q1",145515,"http://www.sec.gov/Archives/edgar/data/1136917/0001144204-04-008932.txt",1136917,"10QSB","CONCENTRAX INC","16161","16245",20041,NA,NA,65409
"270506",270506,"2004Q1",145553,"http://www.sec.gov/Archives/edgar/data/1103092/0001062993-04-000796.txt",1103092,"10QSB","BALSAM VENTURES INC","16161","16215",20041,NA,NA,65410
"270534",270534,"2004Q1",145578,"http://www.sec.gov/Archives/edgar/data/1093430/0001038838-04-000482.txt",1093430,"10QSB","EMPS CORP","16161","16215",20041,NA,NA,65425
"270559",270559,"2004Q1",145658,"http://www.sec.gov/Archives/edgar/data/1132784/0000949353-04-000134.txt",1132784,"10QSB","GALAXY ENERGY CORP","16130","16148",20041,NA,NA,65441
"270587",270587,"2004Q1",145702,"http://www.sec.gov/Archives/edgar/data/1051719/0000950133-04-001717.txt",1051719,"10-Q","UNITED DEFENSE INDUSTRIES INC","16161","16195",20041,NA,NA,65457
"270601",270601,"2004Q1",145725,"http://www.sec.gov/Archives/edgar/data/1133598/0000914121-04-001049.txt",1133598,"10QSB","STRONGHOLD TECHNOLOGIES INC","16161","16215",20041,NA,NA,65462
"270622",270622,"2004Q1",145729,"http://www.sec.gov/Archives/edgar/data/1144945/0001144945-04-000014.txt",1144945,"10-Q","PENN VIRGINIA RESOURCE PARTNERS L P","16161","16198",20041,NA,NA,65474
"270651",270651,"2004Q1",145771,"http://www.sec.gov/Archives/edgar/data/1103121/0001218396-04-000067.txt",1103121,"10QSB","GREENHOLD GROUP INC","16161","16201",20041,NA,NA,65490
"270677",270677,"2004Q1",145809,"http://www.sec.gov/Archives/edgar/data/1041418/0000891092-04-002490.txt",1041418,"10-Q","LOGICVISION INC","16161","16204",20041,NA,NA,65492
"270705",270705,"2004Q1",145813,"http://www.sec.gov/Archives/edgar/data/1028394/0001144204-04-007650.txt",1028394,"10QSB","VOYAGER ENTERTAINMENT INTERNATIONAL INC","16161","16217",20041,NA,NA,65508
"270735",270735,"2004Q1",145817,"http://www.sec.gov/Archives/edgar/data/1071775/0001144204-04-006838.txt",1071775,"10QSB","PACIFIC CMA INC","16161","16208",20041,NA,NA,65524
"270750",270750,"2007Q1",145820,"http://www.sec.gov/Archives/edgar/data/1098690/0001193125-07-115487.txt",1098690,"10-Q","CONCENTRA OPERATING CORP","17256","17301",20071,NA,NA,65539
"270760",270760,"2004Q1",145854,"http://www.sec.gov/Archives/edgar/data/1123361/0001104659-04-014102.txt",1123361,"10-Q","VIASYS HEALTHCARE INC","16164","16204",20041,NA,NA,65540
"270773",270773,"2007Q1",145877,"http://www.sec.gov/Archives/edgar/data/1035423/0000950136-07-003387.txt",1035423,"10-Q","ATLANTIC EXPRESS TRANSPORTATION CORP","17256","17297",20071,NA,NA,65553
"270786",270786,"2004Q1",145893,"http://www.sec.gov/Archives/edgar/data/1115255/0001038838-04-000416.txt",1115255,"10QSB","RUBICON MEDICAL CORP","16161","16204",20041,NA,NA,65556
"270799",270799,"2004Q1",145911,"http://www.sec.gov/Archives/edgar/data/1157972/0001104659-04-013008.txt",1157972,"10-Q","DJ ORTHOPEDICS INC","16157","16197",20041,NA,NA,65560
"270820",270820,"2004Q1",145913,"http://www.sec.gov/Archives/edgar/data/1102942/0001102942-04-000005.txt",1102942,"10QSB","ANCONA MINING CORP","16161","16208",20041,NA,NA,65575
"270837",270837,"2005Q1",145916,"http://www.sec.gov/Archives/edgar/data/1116181/0000950136-05-002878.txt",1116181,"10-Q","IWO HOLDINGS INC","16526","16572",20051,NA,NA,65591
"270848",270848,"2004Q1",145935,"http://www.sec.gov/Archives/edgar/data/1142380/0001125282-04-002297.txt",1142380,"10QSB","CALLISTO PHARMACEUTICALS INC","16161","16208",20041,NA,NA,65593
"270873",270873,"2004Q1",145956,"http://www.sec.gov/Archives/edgar/data/1132645/0001104659-04-015385.txt",1132645,"10-Q","TRANSMERIDIAN EXPLORATION INC","16161","16215",20041,NA,NA,65609
"270892",270892,"2007Q1",145973,"http://www.sec.gov/Archives/edgar/data/1063698/0001193125-07-111796.txt",1063698,"10-Q","ALLIANCE LAUNDRY HOLDINGS LLC","17256","17297",20071,NA,NA,65625
"270899",270899,"2007Q1",145976,"http://www.sec.gov/Archives/edgar/data/1062771/0001104659-07-036891.txt",1062771,"10-Q","ADVANSTAR COMMUNICATIONS INC","17256","17294",20071,NA,NA,65628
"270909",270909,"2004Q1",145977,"http://www.sec.gov/Archives/edgar/data/1158449/0001158449-04-000033.txt",1158449,"10-Q","ADVANCE AUTO PARTS INC","16185","16212",20041,NA,NA,65629
"270930",270930,"2005Q2",145979,"http://www.sec.gov/Archives/edgar/data/817979/0001104659-05-037727.txt",817979,"10-Q","ACCURIDE CORP","16617","16657",20052,NA,NA,65645
"270963",270963,"2004Q1",146017,"http://www.sec.gov/Archives/edgar/data/1144215/0001193125-04-057408.txt",1144215,"10-Q","ACUITY BRANDS INC","16130","16167",20041,NA,NA,65656
"270993",270993,"2004Q1",146036,"http://www.sec.gov/Archives/edgar/data/1137019/0001169232-04-002709.txt",1137019,"10-Q","IMAGISTICS INTERNATIONAL INC","16161","16201",20041,NA,NA,65672
"271008",271008,"2004Q1",146071,"http://www.sec.gov/Archives/edgar/data/1099918/0000950117-04-001922.txt",1099918,"10QSB","DIVERSIFIED SECURITY SOLUTIONS INC","16161","16208",20041,NA,NA,65678
"271033",271033,"2004Q1",146072,"http://www.sec.gov/Archives/edgar/data/1128252/0001144204-04-006716.txt",1128252,"10-Q","INDUSTRIES INTERNATIONAL INC","16161","16208",20041,NA,NA,65683
"271034",271034,"2007Q1",146074,"http://www.sec.gov/Archives/edgar/data/1078394/0001193125-07-112871.txt",1078394,"10-Q","BGF INDUSTRIES INC","17256","17300",20071,NA,NA,65684
"271037",271037,"2007Q2",146075,"http://www.sec.gov/Archives/edgar/data/919465/0000919465-07-000035.txt",919465,"10-Q","BERRY PLASTICS HOLDING CORP","17347","17392",20072,NA,NA,65687
"271051",271051,"2004Q1",146111,"http://www.sec.gov/Archives/edgar/data/1142406/0000950124-04-001935.txt",1142406,"10QSB","MICROHELIX INC","16161","16190",20041,NA,NA,65689
"271079",271079,"2004Q1",146112,"http://www.sec.gov/Archives/edgar/data/737243/0000950134-05-019512.txt",737243,"10QSB","ACORN HOLDING CORP","16161","16730",20041,NA,NA,65704
"271101",271101,"2004Q1",146117,"http://www.sec.gov/Archives/edgar/data/1141240/0001104659-04-040939.txt",1141240,"10-Q","LIQUIDMETAL TECHNOLOGIES INC","16161","16427",20041,NA,NA,65711
"271129",271129,"2004Q1",146136,"http://www.sec.gov/Archives/edgar/data/1075636/0001272089-04-000048.txt",1075636,"10QSB","HEARTLAND OIL & GAS CORP","16161","16205",20041,NA,NA,65727
"271155",271155,"2004Q1",146137,"http://www.sec.gov/Archives/edgar/data/1112412/0000950129-04-003516.txt",1112412,"10-Q","ENDEAVOUR INTERNATIONAL CORP","16161","16211",20041,NA,NA,65743
"271181",271181,"2004Q1",146138,"http://www.sec.gov/Archives/edgar/data/1103719/0001108017-04-000235.txt",1103719,"10QSB","TERRA BLOCK INTERNATIONAL","16161","16204",20041,NA,NA,65759
"271206",271206,"2004Q1",146156,"http://www.sec.gov/Archives/edgar/data/1145460/0001047469-04-016625.txt",1145460,"10-Q","INVERNESS MEDICAL INNOVATIONS INC","16161","16201",20041,NA,NA,65765
"271234",271234,"2004Q1",146171,"http://www.sec.gov/Archives/edgar/data/892537/0001193125-04-083679.txt",892537,"10-Q","MANTECH INTERNATIONAL CORP","16161","16201",20041,NA,NA,65780
"271255",271255,"2004Q4",146172,"http://www.sec.gov/Archives/edgar/data/1144284/0001104659-05-011871.txt",1144284,"10QSB","MEDICALCV INC","16467","16512",20044,NA,NA,65796
"271276",271276,"2004Q1",146176,"http://www.sec.gov/Archives/edgar/data/1132034/0001214782-04-000217.txt",1132034,"10QSB","EXPERIENTIAL AGENCY INC","16161","16208",20041,NA,NA,65809
"271294",271294,"2007Q1",146196,"http://www.sec.gov/Archives/edgar/data/1039785/0001039785-07-000005.txt",1039785,"10-Q","CONTINENTAL GLOBAL GROUP INC","17256","17301",20071,NA,NA,65812
"271300",271300,"2004Q1",146201,"http://www.sec.gov/Archives/edgar/data/1123580/0001038838-04-000469.txt",1123580,"10QSB","ARADYME CORP","16161","16212",20041,NA,NA,65814
"271322",271322,"2004Q1",146204,"http://www.sec.gov/Archives/edgar/data/1084557/0001144204-04-006779.txt",1084557,"10QSB","TASKER CAPITAL CORP","16161","16208",20041,NA,NA,65828
"271340",271340,"2007Q1",146206,"http://www.sec.gov/Archives/edgar/data/1042642/0000950134-07-011269.txt",1042642,"10-Q","ECHOSTAR DBS CORP","17256","17297",20071,NA,NA,65844
"271351",271351,"2004Q1",146313,"http://www.sec.gov/Archives/edgar/data/317477/0001144204-04-007542.txt",317477,"10QSB","COMPOSITE TECHNOLOGY CORP","16161","16215",20041,NA,NA,65847
"271380",271380,"2004Q1",146334,"http://www.sec.gov/Archives/edgar/data/835541/0000891618-04-000862.txt",835541,"10-Q","SOLECTRON CORP","16128","16170",20041,NA,NA,65863
"271396",271396,"2004Q1",146413,"http://www.sec.gov/Archives/edgar/data/1115054/0001137171-04-000957.txt",1115054,"10QSB","CARMINA TECHNOLOGIES INC","16161","16274",20041,NA,NA,65870
"271413",271413,"2004Q1",146500,"http://www.sec.gov/Archives/edgar/data/1159281/0000908737-04-000450.txt",1159281,"10-Q","FIVE STAR QUALITY CARE INC","16161","16201",20041,NA,NA,65873
"271434",271434,"2004Q1",146520,"http://www.sec.gov/Archives/edgar/data/1121520/0001200952-04-000545.txt",1121520,"10QSB","CYBERADS INC","16161","16226",20041,NA,NA,65889
"271454",271454,"2004Q1",146546,"http://www.sec.gov/Archives/edgar/data/828940/0001010549-04-000346.txt",828940,"10QSB","AIR-Q WI-FI CORP","16161","16215",20041,NA,NA,65898
"271476",271476,"2004Q1",146564,"http://www.sec.gov/Archives/edgar/data/1134765/0001047469-04-016834.txt",1134765,"10QSB","VITACUBE SYSTEMS HOLDINGS INC","16161","16202",20041,NA,NA,65901
"271497",271497,"2007Q2",146567,"http://www.sec.gov/Archives/edgar/data/869187/0001165195-07-000003.txt",869187,"10QSB","BALTIA AIR LINES INC","17347","17388",20072,NA,NA,65912
"271514",271514,"2004Q1",146605,"http://www.sec.gov/Archives/edgar/data/1099150/0000790273-04-000017.txt",1099150,"10QSB","RPM TECHNOLOGIES INC","16161","16205",20041,NA,NA,65915
"271539",271539,"2004Q2",146616,"http://www.sec.gov/Archives/edgar/data/1088856/0001193125-04-139003.txt",1088856,"10-Q","CORCEPT THERAPEUTICS INC","16252","16295",20042,NA,NA,65931
"271567",271567,"2004Q1",146617,"http://www.sec.gov/Archives/edgar/data/1163842/0001163842-04-000027.txt",1163842,"10-Q","ANTEON INTERNATIONAL CORP","16196","16197",20041,NA,NA,65946
"271576",271576,"2004Q1",146648,"http://www.sec.gov/Archives/edgar/data/1162461/0001193125-04-086141.txt",1162461,"10-Q","CUTERA INC","16161","16203",20041,NA,NA,65955
"271601",271601,"2004Q1",146659,"http://www.sec.gov/Archives/edgar/data/1156041/0001015402-04-002117.txt",1156041,"10QSB","HOUSTON AMERICAN ENERGY CORP","16161","16208",20041,NA,NA,65971
"271633",271633,"2004Q1",146669,"http://www.sec.gov/Archives/edgar/data/799235/0001104659-04-014874.txt",799235,"10-Q","ENVIRONMENTAL REMEDIATION HOLDING CORP","16161","16208",20041,NA,NA,65987
"271656",271656,"2004Q1",146735,"http://www.sec.gov/Archives/edgar/data/1114084/0001193125-04-089963.txt",1114084,"10-Q","INTERVIDEO INC","16161","16208",20041,NA,NA,66003
"271673",271673,"2004Q1",146737,"http://www.sec.gov/Archives/edgar/data/1143653/0001010549-04-000329.txt",1143653,"10QSB","GREEN POWER ENERGY HOLDINGS CORP","16130","16210",20041,NA,NA,66014
"271679",271679,"2004Q1",146738,"http://www.sec.gov/Archives/edgar/data/1144879/0001144879-04-000024.txt",1144879,"10QSB","FLIGHT SAFETY TECHNOLOGIES INC","16130","16167",20041,NA,NA,66015
"271708",271708,"2004Q1",146739,"http://www.sec.gov/Archives/edgar/data/1143799/0001104659-04-015093.txt",1143799,"10QSB","MEDICOR LTD","16161","16210",20041,NA,NA,66031
"271727",271727,"2004Q1",146778,"http://www.sec.gov/Archives/edgar/data/1084726/0000910680-04-000505.txt",1084726,"10-Q","MEDSOURCE TECHNOLOGIES INC","16158","16202",20041,NA,NA,66042
"271735",271735,"2004Q1",146840,"http://www.sec.gov/Archives/edgar/data/1156784/0001144204-04-010359.txt",1156784,"10KSB","HY TECH TECHNOLOGY GROUP INC","16130","16273",20041,NA,NA,66043
"271763",271763,"2004Q1",146868,"http://www.sec.gov/Archives/edgar/data/1136711/0001110550-04-000066.txt",1136711,"10QSB","MEDSTRONG INTERNATIONAL CORP","16161","16215",20041,NA,NA,66053
"271791",271791,"2004Q1",147101,"http://www.sec.gov/Archives/edgar/data/1157758/0001218396-04-000066.txt",1157758,"10QSB","CYCLE COUNTRY ACCESSORIES CORP","16161","16201",20041,NA,NA,66068
"271819",271819,"2004Q1",147175,"http://www.sec.gov/Archives/edgar/data/60086/0000060086-04-000023.txt",60086,"10-Q","LOEWS CORP","16161","16191",20041,NA,NA,66084
"271843",271843,"2004Q1",147183,"http://www.sec.gov/Archives/edgar/data/1120970/0001213900-04-000230.txt",1120970,"10QSB","GOLDSPRING","16161","16208",20041,NA,NA,66100
"271864",271864,"2005Q1",147200,"http://www.sec.gov/Archives/edgar/data/1114529/0000950135-05-002859.txt",1114529,"10-Q","VIACELL INC","16526","16569",20051,NA,NA,66116
"271882",271882,"2004Q1",147201,"http://www.sec.gov/Archives/edgar/data/1066833/0001144204-04-006219.txt",1066833,"10-Q","DOV PHARMACEUTICAL INC","16161","16201",20041,NA,NA,66127
"271909",271909,"2004Q1",147204,"http://www.sec.gov/Archives/edgar/data/1158324/0001047469-04-017626.txt",1158324,"10-Q","COGENT COMMUNICATIONS GROUP INC","16161","16208",20041,NA,NA,66143
"271935",271935,"2004Q1",147208,"http://www.sec.gov/Archives/edgar/data/1161154/0001193125-04-080676.txt",1161154,"10-Q","SUNOCO LOGISTICS PARTNERS LP","16161","16197",20041,NA,NA,66159
"271964",271964,"2004Q1",147226,"http://www.sec.gov/Archives/edgar/data/1160078/0001161697-04-000472.txt",1160078,"10QSB","NOVA BIOGENETICS INC","16161","16229",20041,NA,NA,66175
"271981",271981,"2004Q1",147242,"http://www.sec.gov/Archives/edgar/data/1166388/0001157523-04-005545.txt",1166388,"10-Q","VERINT SYSTEMS INC","16191","16231",20041,NA,NA,66185
"271993",271993,"2004Q1",147249,"http://www.sec.gov/Archives/edgar/data/1133062/0001144204-04-006968.txt",1133062,"10-Q","JANEL WORLD TRADE LTD","16161","16208",20041,NA,NA,66192
"272021",272021,"2004Q1",147262,"http://www.sec.gov/Archives/edgar/data/1163958/0001104659-04-012857.txt",1163958,"10-Q","MEDICAL STAFFING NETWORK HOLDINGS INC","16158","16197",20041,NA,NA,66208
"272050",272050,"2004Q1",147288,"http://www.sec.gov/Archives/edgar/data/1158387/0001062993-04-000631.txt",1158387,"10QSB","VISCOUNT SYSTEMS INC","16161","16197",20041,NA,NA,66224
"272078",272078,"2004Q1",147302,"http://www.sec.gov/Archives/edgar/data/1035656/0000950149-04-000963.txt",1035656,"10-Q","PLUMTREE SOFTWARE INC","16161","16201",20041,NA,NA,66240
"272091",272091,"2004Q1",147305,"http://www.sec.gov/Archives/edgar/data/1158463/0001104659-04-011234.txt",1158463,"10-Q","JETBLUE AIRWAYS CORP","16161","16187",20041,NA,NA,66246
"272125",272125,"2004Q1",147307,"http://www.sec.gov/Archives/edgar/data/1162315/0000950129-04-003071.txt",1162315,"10-Q","AMBASSADORS GROUP INC","16161","16201",20041,NA,NA,66262
"272149",272149,"2004Q1",147308,"http://www.sec.gov/Archives/edgar/data/1121076/0001144204-04-008700.txt",1121076,"10QSB","DIRECT RESPONSE FINANCIAL SERVICES  INC","16191","16240",20041,NA,NA,66278
"272166",272166,"2004Q1",147337,"http://www.sec.gov/Archives/edgar/data/1138724/0001193125-04-075027.txt",1138724,"10QSB","DICKIE WALKER MARINE INC","16161","16191",20041,NA,NA,66286
"272192",272192,"2004Q1",147340,"http://www.sec.gov/Archives/edgar/data/1112920/0001104659-04-014774.txt",1112920,"10-Q","GLOBALSCAPE INC","16161","16208",20041,NA,NA,66293
"272218",272218,"2004Q1",147344,"http://www.sec.gov/Archives/edgar/data/1133754/0001214782-04-000221.txt",1133754,"10QSB","TELEPLUS ENTERPRISES INC","16161","16208",20041,NA,NA,66309
"272242",272242,"2004Q1",147352,"http://www.sec.gov/Archives/edgar/data/1162283/0001162283-04-000005.txt",1162283,"10-Q","MORGAN GROUP HOLDING CO","16161","16208",20041,NA,NA,66317
"272267",272267,"2004Q1",147373,"http://www.sec.gov/Archives/edgar/data/1103759/0001173473-04-000078.txt",1103759,"10QSB","COM GUARD COM INC","16161","16210",20041,NA,NA,66333
"272273",272273,"2004Q3",147391,"http://www.sec.gov/Archives/edgar/data/1108727/0001047469-04-038518.txt",1108727,"10-K","IPCS INC","16344","16434",20043,NA,NA,66339
"272296",272296,"2004Q1",147412,"http://www.sec.gov/Archives/edgar/data/1100747/0001023175-06-000015.txt",1100747,"10QSB","AMERICAN STELLAR ENERGY INC.","16161","16819",20041,NA,NA,66341
"272317",272317,"2004Q1",147434,"http://www.sec.gov/Archives/edgar/data/1128723/0001070876-04-000086.txt",1128723,"10KSB","SKYWAY COMMUNICATIONS HOLDING CORP","16191","16282",20041,NA,NA,66356
"272328",272328,"2004Q1",147451,"http://www.sec.gov/Archives/edgar/data/1166409/0000891020-04-000385.txt",1166409,"10-Q","QUINTON CARDIOLOGY SYSTEMS INC","16161","16188",20041,NA,NA,66360
"272332",272332,"2005Q3",147451,"http://www.sec.gov/Archives/edgar/data/1323115/0000950124-05-006300.txt",1323115,"10-Q","Cardiac Science CORP","16709","16749",20053,NA,NA,66364
"272354",272354,"2004Q1",147452,"http://www.sec.gov/Archives/edgar/data/1139650/0001193125-04-083523.txt",1139650,"10-Q","ALTIRIS INC","16161","16201",20041,NA,NA,66374
"272367",272367,"2004Q1",147453,"http://www.sec.gov/Archives/edgar/data/1166291/0000950144-04-004543.txt",1166291,"10-Q","PINNACLE AIRLINES CORP","16161","16190",20041,NA,NA,66386
"272394",272394,"2004Q1",147459,"http://www.sec.gov/Archives/edgar/data/1128949/0001144204-04-010361.txt",1128949,"10KSB","ADVANCED HEALTHCARE TECHNOLOGIES INC","16161","16273",20041,NA,NA,66402
"272413",272413,"2005Q2",147483,"http://www.sec.gov/Archives/edgar/data/1202963/0001193125-05-168021.txt",1202963,"10-Q","ENERGYTEC INC","16617","16663",20052,NA,NA,66416
"272430",272430,"2004Q1",147501,"http://www.sec.gov/Archives/edgar/data/1143238/0001104540-04-000124.txt",1143238,"10QSB","GLOBETRAC INC","16161","16208",20041,NA,NA,66426
"272451",272451,"2007Q2",147505,"http://www.sec.gov/Archives/edgar/data/1141263/0001144204-07-060638.txt",1141263,"10KSB","Hybrid Technologies Inc.","17378","17483",20072,NA,NA,66442
"272459",272459,"2007Q1",147565,"http://www.sec.gov/Archives/edgar/data/1144326/0001193125-07-113634.txt",1144326,"10-Q","APPLETON PAPERS INC/WI","17257","17300",20071,NA,NA,66445
"272466",272466,"2007Q1",147569,"http://www.sec.gov/Archives/edgar/data/1110458/0001104659-07-039847.txt",1110458,"10-Q","INSIGHT MIDWEST LP","17256","17301",20071,NA,NA,66448
"272469",272469,"2007Q1",147571,"http://www.sec.gov/Archives/edgar/data/1160294/0001104659-07-040166.txt",1160294,"10-Q","HERBST GAMING INC","17256","17301",20071,NA,NA,66451
"272483",272483,"2004Q1",147579,"http://www.sec.gov/Archives/edgar/data/1065280/0001193125-04-075632.txt",1065280,"10-Q","NETFLIX INC","16161","16191",20041,NA,NA,66454
"272512",272512,"2004Q1",147599,"http://www.sec.gov/Archives/edgar/data/1129162/0001104659-04-014599.txt",1129162,"10-Q","CAP ROCK ENERGY CORP","16161","16205",20041,NA,NA,66470
"272520",272520,"2007Q1",147601,"http://www.sec.gov/Archives/edgar/data/1166041/0001104659-07-039435.txt",1166041,"10-Q","WHEELING ISLAND GAMING INC","17257","17300",20071,NA,NA,66478
"272533",272533,"2004Q1",147638,"http://www.sec.gov/Archives/edgar/data/1168696/0001047469-04-016831.txt",1168696,"10-Q","REGAL ENTERTAINMENT GROUP","16162","16202",20041,NA,NA,66480
"272554",272554,"2004Q2",147639,"http://www.sec.gov/Archives/edgar/data/1159154/0001104659-04-020861.txt",1159154,"10-Q","REPUBLIC AIRWAYS HOLDINGS INC","16252","16278",20042,NA,NA,66496
"272579",272579,"2004Q1",147644,"http://www.sec.gov/Archives/edgar/data/1123313/0001193125-04-082282.txt",1123313,"10-Q","KYPHON INC","16161","16198",20041,NA,NA,66511
"272595",272595,"2004Q1",147648,"http://www.sec.gov/Archives/edgar/data/1163332/0001193125-04-087597.txt",1163332,"10QSB","VERTICAL HEALTH SOLUTIONS INC","16161","16205",20041,NA,NA,66526
"272623",272623,"2004Q1",147657,"http://www.sec.gov/Archives/edgar/data/1162556/0001104659-04-012808.txt",1162556,"10-Q","DOVER DOWNS GAMING & ENTERTAINMENT INC","16161","16197",20041,NA,NA,66541
"272651",272651,"2004Q1",147658,"http://www.sec.gov/Archives/edgar/data/1168478/0001193125-04-077785.txt",1168478,"10-Q","HEWITT ASSOCIATES INC","16161","16195",20041,NA,NA,66557
"272679",272679,"2004Q1",147660,"http://www.sec.gov/Archives/edgar/data/906192/0001193125-04-080204.txt",906192,"10-Q","SRA INTERNATIONAL INC","16161","16197",20041,NA,NA,66573
"272707",272707,"2004Q1",147661,"http://www.sec.gov/Archives/edgar/data/1168213/0000950123-04-007236.txt",1168213,"10-Q","AEROPOSTALE INC","16192","16231",20041,NA,NA,66589
"272734",272734,"2004Q1",147708,"http://www.sec.gov/Archives/edgar/data/1133470/0000950129-04-004020.txt",1133470,"10-Q","CALAVO GROWERS INC","16191","16236",20041,NA,NA,66605
